"","car_park_no","address","car_park_type","type_of_parking_system","short_term_parking","free_parking","night_parking","car_park_decks","gantry_height","car_park_basement","longtitude","latitude"
"622","EPM","BLK 6A EVERTON ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",9,2.15,"N",103.838908227729,1.27618443608275
"623","FRM","BLK 808 FRENCH ROAD MSCP","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",9,2.5,"N",103.861364662207,1.30875863304829
"624","FR2C","BLK 3/4 QUEEN'S ROAD","COVERED CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,2.4,"N",103.807712564483,1.31827839070269
"625","FR2S","BLK 2/3/4 QUEEN'S ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,0,"N",103.807183873133,1.31792069722509
"626","FR3M","BLK 8A EMPRESS ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",12,2.15,"N",103.806210586409,1.3166948314211
"627","FR4M","BLK 6A FARRER ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",3,2.15,"N",103.80753449141,1.31687572661863
"628","GBM","BLK 60A GEYLANG BAHRU","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.868633675666,1.32277239055598
"629","GEM","BLK 118 ALJUNIED AVENUE 2","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",9,1.8,"N",103.887602667282,1.32003681360631
"630","GEML","BLK 118 ALJUNIED AVENUE 2","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,0,"N",103.887849792912,1.31993774229849
"631","GE1A","BLK 99-106/111-112 ALJUNIED CRESCENT","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.883437784259,1.31988748882181
"632","GE1B","BLK 114-117 ALJUNIED AVENUE 2","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,0,"N",103.88699247956,1.32120544280365
"633","GE1C","BLK 119 ALJUNIED CRESCENT","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.886299124281,1.31975878966894
"634","GE1D","BLK 1005-1012 ALJUNIED CRESCENT","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.88916338168,1.32185401824824
"635","GE1E","BLK 109-110 ALJUNIED CRESCENT","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.884427961532,1.31972148152584
"636","GE1F","BLK 107-108 ALJUNIED CRESCENT","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.884235643104,1.31920994810454
"637","GE1G","BLK 95 & 113 ALJUNIED CRESCENT","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.886308837045,1.32096240876742
"638","GE2","BLK 120 TO 123 GEYLANG EAST CENTRAL","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,5.4,"N",103.884839403283,1.31794542178385
"639","GE3","BLK 124 TO 128 GEYLANG EAST AVENUE 1","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.887363268966,1.3175009923126
"640","GE5","BLK 129-134 GEYLANG EAST AVENUE 1/2","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.88756528217,1.31654978026759
"641","GMLM","BLK 24 GHIM MOH LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.785820620833,1.30872831200927
"642","GM1A","BLK 2A GHIM MOH ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",2,2.15,"N",103.786925685839,1.31261363886469
"643","GM1B","BLK 5A GHIM MOH ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",2,2.15,"N",103.788256932189,1.31292170074516
"644","GM1M","31A GHIM MOH LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.784368876242,1.30935443236551
"645","GM2","BLK 7/8/9 GHIM MOH ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.788160078779,1.31160140288266
"646","GM2A","BLK 8A GHIM MOH ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,2.15,"N",103.787264317105,1.31087104073098
"647","GM3","BLK 19/20 GHIM MOH ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.788853078971,1.31115590464674
"648","GM5","BLK 21 GHIM MOH ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,9.99,"N",103.788510835534,1.31038185297432
"649","GM6A","BLK 13A GHIM MOH ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO",5,2.15,"N",103.788722863762,1.30949253371727
"650","GM6B","BLK 16A GHIM MOH ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.78765231793,1.3096110710679
"651","GSM","BLK 2 GEYLANG SERAI","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",7,2.15,"N",103.898340096613,1.31720671424654
"652","GSML","BLK 2 GEYLANG SERAI","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,2.15,"N",103.898488503854,1.31703122753822
"653","HCM","BLK 104A HENDERSON CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,2.1,"N",103.821559940017,1.28904604768161
"654","HDBH","BLK 480 480 LORONG 6 TOA PAYOH","BASEMENT CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",3,2.1,"Y",103.848319188656,1.33220447263787
"655","HE1","BLK 102/103/104 HENDERSON CRESCENT","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.822355393474,1.28922214285324
"656","HE12","BLK 78/81 REDHILL LANE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.818650624062,1.28821002313219
"657","HE14","BLK 115 BUKIT MERAH VIEW","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.822252479825,1.28571438959719
"658","HE17","BLK 93/96 HENDERSON ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.820388834268,1.28642306098842
"659","HE19","- ALEXANDRA ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,5.4,"N",103.820985076744,1.29054061910107
"660","HE22","BLK 105 HENDERSON ROAD","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,2.2,"N",103.82284807113,1.29002077327386
"661","HE24","BLK 116 BUKIT MERAH VIEW","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.82098533323,1.28466809325959
"662","HE3","BLK 116/117 BUKIT MERAH VIEW","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.821711693548,1.2847190033879
"663","HE4","BLK 121/122 & 127 BUKIT MERAH VIEW","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.822782855841,1.28347091305665
"664","HE9","BLK 118/119 BUKIT MERAH VIEW","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.82119375672,1.28370736573152
"665","HG1","BLK 1,2,6,7 HOUGANG AVENUE 3","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,9.99,"N",103.894179723192,1.36216553711896
"666","HG1A","BLK 470 UPPER SERANGOON CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",14,2.15,"N",103.901785147268,1.37866384738534
"667","HG1B","BLK 475 UPPER SERANGOON CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",14,2.15,"N",103.90068924136,1.37572084272883
"668","HG1C","BLK 476 UPPER SERANGOON VIEW","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.903861885085,1.37786736678721
"669","HG1D","BLK 376 HOUGANG STREET 32","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.894113266095,1.36374338147204
"670","HG1E","BLK 377 HOUGANG STREET 32","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",5,2.1,"N",103.894715572555,1.36265132598425
"671","HG1F","BLK 229 HOUGANG STREET 21","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",6,2.15,"N",103.887105445044,1.3581131891084
"672","HG10","BLK 101-108 HOUGANG AVENUE 1","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,4.5,"N",103.890483639158,1.35454771325924
"673","HG11","BLK 301-319 HOUGANG AVENUE 5","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.894980428552,1.36595908495262
"674","HG12","BLK 320-324 HOUGANG AVENUE 5","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.89816102898,1.36669512748577
"675","HG13","BLK 325/326 HOUGANG AVENUE 7","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.89856384493,1.36783518635272
"676","HG14","BLK 327-328,332-334,358-363 HOUGANG AVENUE 5","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,5.4,"N",103.89642766021,1.3691978333066
"677","HG15","BLK 208-210 HOUGANG STREET 21","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,9.99,"N",103.886712167765,1.35896083834094
"678","HG16","BLK 211-212 HOUGANG STREET 21","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,9.99,"N",103.888091510667,1.35972645083626
"679","HG17","BLK 231/233/235/237 HOUGANG STREET 21","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.887957732789,1.35767548484917
"680","HG18","BLK 230/232/234/236/238 HOUGANG AVENUE 1","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,2.4,"N",103.888950370556,1.35805628250076
"681","HG19","BLK 138-145 LORONG AH SOO","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,5.4,"N",103.883802284162,1.352845382743
"682","HG2","BLK 15-18 HOUGANG AVENUE 3","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,9.99,"N",103.892025512286,1.36291628162409
"683","HG2A","BLK 473 UPPER SERANGOON CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",2,2.15,"N",103.900720776155,1.37637231824732
"684","HG2B","BLK 933 HOUGANG AVENUE 9","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",14,2.15,"N",103.882455838508,1.37552990726356
"685","HG2C","BLK 364 / 365 UPPER SERANGOON RD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",14,2.15,"N",103.897227561291,1.37010781170664
"686","HG2D","BLK 581,582 AND 582A BUANGKOK GREEN","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.887181760761,1.37940714248577
"687","HG20","BLK 128-137 LORONG AH SOO","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.886427478537,1.35028350723647
"688","HG22","BLK 154-157 HOUGANG STREET 11","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.880432413138,1.3524734570238
"689","HG23","BLK 239-246 HOUGANG STREET 22","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.89154633409,1.3575125780005
"690","HG24","BLK 247-254 HOUGANG AVENUE 3","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,5,"N",103.891691698628,1.35979810733998
"691","HG26","BLK 335-341 HOUGANG AVENUE 7","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.898853011793,1.36949658679051
"692","HG29","BLK 351-357 HOUGANG AVENUE 7","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.89908052009,1.37234227117385
"693","HG3A","BLK 997 BUANGKOK CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",14,2.15,"N",103.8807874598,1.38542260242817
"694","HG3B","BLK 991 BUANGKOK LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.881624461413,1.38429974353336
"695","HG3C","BLK 996 BUANGKOK CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",15,2.15,"N",103.882005516942,1.38677652508
"696","HG3D","BLK 998 BUANGKOK CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,2.15,"N",103.879673593933,1.38421111615646
"697","HG3E","BLK 993 BUANGKOK LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",13,2.15,"N",103.883658078965,1.38512068879077
"698","HG3L","BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.881603290986,1.38620965007956
"699","HG30","BLK 464-468 HOUGANG AVENUE 10","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,2.9,"N",103.896965902802,1.37325913194906
"700","HG31","BLK 414-416 HOUGANG AVENUE 10","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.896502465707,1.37541548199441
"701","HG32","BLK 601-608 HOUGANG AVENUE 4","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.886060168368,1.37137905832962
"702","HG33","BLK 609-621 HOUGANG AVENUE 8","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.884375124202,1.36956777171658
"703","HG34","BLK 622-632 HOUGANG AVENUE 8","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.881503147646,1.36994247153842
"704","HG35","BLK 701-702,707-710 HOUGANG AVENUE 2","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.888963691121,1.36648972259699
"705","HG36","BLK 703-706,711-712 HOUGANG AVENUE 2","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.887603859003,1.36611854778553
"706","HG37","BLKS 501-507 HOUGANG AVENUE 8","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.887370667643,1.37300863291611
"707","HG38","BLK 508-517,520-533 HOUGANG AVENUE 10","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.890294653246,1.37339336689333
"708","HG39","HOUGANG SPORTS COMPLEX","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.885967780143,1.36994339987184
"709","HG4","BLK 19-23 HOUGANG AVENUE 3","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,9.99,"N",103.890983381569,1.3642304254368
"710","HG40","BLK 1 TO 32, 37 TO 38 DEFU LANE 10","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.892084292931,1.35211876302919
"711","HG41","BLK 633-642 & 647-648 HOUGANG AVENUE 8","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.879350149723,1.37127612000395
"712","HG42","BLK 643-646/649-662/665-667 HOUGANG AVENUE 8","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.883417939938,1.37416103651209
"713","HG43","BLK 668-680 HOUGANG AVENUE 8","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,9.99,"N",103.884304150567,1.37211311724522
"714","HG44","BLK 681-684 HOUGANG AVENUE 4/8","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,9.99,"N",103.886329705932,1.37364879043449
"715","HG45","BLK 685-691 HOUGANG STREET 61","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.886129966203,1.3759038270818
"716","HG46","BLK 692-698 HOUGANG STREET 61","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.886962969499,1.37585784771058
"717","HG47","BLK 805 HOUGANG CENTRAL","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",8,1.9,"N",103.893962180732,1.37118408908204
"718","HG48","BLK 417-434 HOUGANG AVENUE 6/8/10","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,9.99,"N",103.89409369476,1.3754251700705
"719","HG49","BLK 435-458 HOUGANG AVENUE 6/8","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.894759316379,1.37879334341882
"720","HG5","BLK 24/25 HOUGANG AVENUE 3","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.892310847026,1.3653553176829
"721","HG50","BLK 534-545 HOUGANG AVENUE 8","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,2,"N",103.891333667407,1.37733183605952
"722","HG51","BLK 546-555 HOUGANG STREET 51","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,5.4,"N",103.890113141272,1.37865104841741
"723","HG52","BLK 556-566 HOUGANG STREET 51","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,9.99,"N",103.889755601477,1.38028262960107
"724","HG53","BLK 830A HOUGANG CENTRAL","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",10,1.87,"N",103.890703118706,1.3708718261552
"725","HG54","BLK 220-222 HOUGANG STREET 21","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,1.86,"N",103.884354743097,1.35664435394088
"726","HG55","BLK 814 HOUGANG AVENUE 10","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,0,"N",103.893212203786,1.37268343016966
"727","HG56","BLK 830-835 HOUGANG CENTRAL","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO",0,4.5,"N",103.89012226012,1.37120325144932
"728","HG57","DEFU LANE 7","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.89694633924,1.35533709250346
"729","HG58","DEFU LANE 8","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.896721357988,1.35711438589704
"730","HG59","DEFU LANE 9","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","NO","YES",0,0,"N",103.893319749443,1.35088312280273
"731","HG60","BLK 548A HOUGANG STREET 51","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",11,2,"N",103.891193802696,1.37900437795786
"732","HG61","BLK 559A HOUGANG STREET 51","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",7,2,"N",103.889154445419,1.37965402784892
"733","HG62","BLK 566A HOUGANG STREET 51","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",10,2,"N",103.888559587993,1.38082699622162
"734","HG63","BLK 465A UPPER SERANGOON ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,2,"N",103.897364476865,1.37235766507126
"735","HG64","BLK 682-684 HOUGANG STREET 61","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,0,"N",103.886297641285,1.37434125261485
"736","HG65","DEFU LANE 11","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.892828201932,1.34230653593488
"737","HG66","DEFU LANE 12","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.895440099107,1.34058675015747
"738","HG67","BLK 401-413, 460-463 HOUGANG AVENUE 10","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.895817612403,1.37429266295629
"739","HG68","BLK 838A HOUGANG CENTRAL","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2,"N",103.891839516664,1.36992445116982
"740","HG69","BLK 850A HOUGANG CENTRAL","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2,"N",103.892969769849,1.36998074238664
"741","HG7","BLK 109-127 HOUGANG AVENUE 1","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.887802968334,1.35365299945538
"742","HG70","BLK 567A HOUGANG STREET 51","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",10,2.15,"N",103.88850841193,1.37897356713733
"743","HG71","BLK 574A HOUGANG STREET 51","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.88637393238,1.3777026962815
"744","HG72","BLK 576A HOUGANG AVENUE 4","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.885911372643,1.37862428319609
"745","HG73","BLK 909A HOUGANG STREET 91","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.883551450112,1.37830445462563
"746","HG74","BLK 166A HOUGANG AVENUE 1","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.888070508009,1.35082019071606
"747","HG75","BLK 172A HOUGANG AVENUE 1","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.888997927559,1.35059159422799
"748","HG76","BLK 159A HOUGANG STREET 11","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.87947399435,1.35175808463799
"749","HG77","BLK 919A HOUGANG AVENUE 4","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.884244123071,1.37545419418646
"750","HG78","BLK 925A HOUGANG STREET 91","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.883265934398,1.37677564618289
"751","HG79","BLK 931A HOUGANG STREET 91","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO",10,2.15,"N",103.880491342577,1.37604807170911
"752","HG80","BLK 941A HOUGANG STREET 92","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.879067512977,1.37419013088176
"753","HG81","DEFU LANE 1","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.899312943794,1.36092737515416
"754","HG82","DEFU LANE 2","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.902566616239,1.36036883880329
